id	multiplicon	genome	list	first	last	order
559	120	ath	3	AT3G01490	AT3G02110	2
560	121	ath	3	AT3G09940	AT3G10000	0
561	121	ath	5	AT5G03630	AT5G03690	1
562	121	ath	3	AT3G52880	AT3G52930	2
563	122	ath	3	AT3G09960	AT3G10060	0
564	122	ath	5	AT5G03650	AT5G03790	1
565	122	ath	2	AT2G36390	AT2G36610	2
566	123	ath	3	AT3G11510	AT3G11660	0
567	123	ath	5	AT5G06150	AT5G06330	1
568	123	ath	2	AT2G35960	AT2G36160	2
569	124	ath	3	AT3G11540	AT3G11660	0
570	124	ath	5	AT5G06180	AT5G06330	1
571	124	ath	2	AT2G35960	AT2G36110	2
572	124	ath	5	AT5G22200	AT5G22350	3
573	125	ath	3	AT3G11560	AT3G11660	0
574	125	ath	5	AT5G06220	AT5G06330	1
575	125	ath	2	AT2G35960	AT2G36090	2
576	125	ath	5	AT5G22200	AT5G22320	3
577	125	ath	3	AT3G44220	AT3G44326	4
578	126	ath	3	AT3G11600	AT3G11660	0
579	126	ath	5	AT5G06265	AT5G06330	1
580	126	ath	2	AT2G35960	AT2G36060	2
581	126	ath	5	AT5G22200	AT5G22280	3
582	126	ath	3	AT3G44220	AT3G44280	4
583	126	ath	3	AT3G52470	AT3G52560	5
584	127	ath	3	AT3G13900	AT3G16500	0
585	127	ath	1	AT1G51950	AT1G54280	1
586	128	ath	3	AT3G15540	AT3G16130	0
587	128	ath	1	AT1G52240	AT1G52830	1
588	128	ath	1	AT1G79860	AT1G80390	2
589	129	ath	3	AT3G15540	AT3G15850	0
590	129	ath	1	AT1G52550	AT1G52830	1
591	129	ath	1	AT1G80090	AT1G80390	2
592	129	ath	1	AT1G15330	AT1G15580	3
593	130	ath	3	AT3G15450	AT3G15700	0
594	130	ath	1	AT1G52650	AT1G52940	1
595	130	ath	4	AT4G27050	AT4G27450	2
596	131	ath	3	AT3G15480	AT3G15580	0
597	131	ath	1	AT1G52770	AT1G52910	1
598	131	ath	4	AT4G27290	AT4G27435	2
599	131	ath	1	AT1G61065	AT1G61360	3
600	132	ath	3	AT3G14380	AT3G14850	0
601	132	ath	1	AT1G53400	AT1G53690	1
602	132	ath	1	AT1G16960	AT1G17200	2
603	133	ath	3	AT3G14390	AT3G14810	0
604	133	ath	1	AT1G53470	AT1G53680	1
605	133	ath	1	AT1G16980	AT1G17170	2
606	133	ath	1	AT1G78320	AT1G78610	3
607	134	ath	4	AT4G12910	AT4G15720	0
608	134	ath	3	AT3G21465	AT3G25420	1
609	135	ath	4	AT4G12980	AT4G13210	0
610	135	ath	3	AT3G24670	AT3G25290	1
611	135	ath	3	AT3G07010	AT3G07390	2
612	136	ath	4	AT4G13010	AT4G13170	0
613	136	ath	3	AT3G24830	AT3G25220	1
614	136	ath	3	AT3G07110	AT3G07340	2
615	136	ath	5	AT5G48560	AT5G48760	3
616	137	ath	4	AT4G14330	AT4G14465	0
617	137	ath	3	AT3G23150	AT3G23380	1
618	137	ath	1	AT1G04310	AT1G04450	2
619	138	ath	4	AT4G14365	AT4G14465	0
620	138	ath	3	AT3G23150	AT3G23290	1
621	138	ath	1	AT1G04310	AT1G04420	2
622	138	ath	3	AT3G04510	AT3G04580	3
623	139	ath	4	AT4G14050	AT4G14380	0
624	139	ath	3	AT3G23260	AT3G23790	1
625	139	ath	1	AT1G58090	AT1G59720	2
626	140	ath	4	AT4G14120	AT4G14290	0
627	140	ath	3	AT3G23490	AT3G23730	1
628	140	ath	1	AT1G58280	AT1G59670	2
629	140	ath	1	AT1G09932	AT1G10410	3
630	141	ath	4	AT4G14700	AT4G14780	0
631	141	ath	3	AT3G22740	AT3G22830	1
632	141	ath	3	AT3G63250	AT3G63350	2
633	142	ath	4	AT4G14305	AT4G14350	0
634	142	ath	3	AT3G23310	AT3G23440	1
635	142	ath	1	AT1G03920	AT1G04000	2
636	143	ath	4	AT4G14690	AT4G14740	0
637	143	ath	3	AT3G22810	AT3G22850	1
638	143	ath	5	AT5G43830	AT5G43870	2
639	144	ath	4	AT4G15215	AT4G15340	0
640	144	ath	3	AT3G21690	AT3G22080	1
641	144	ath	1	AT1G64820	AT1G65050	2
642	145	ath	4	AT4G14640	AT4G14790	0
643	145	ath	3	AT3G22650	AT3G22930	1
644	145	ath	1	AT1G32250	AT1G32430	2
645	146	ath	4	AT4G15200	AT4G15260	0
646	146	ath	3	AT3G21750	AT3G22100	1
647	146	ath	1	AT1G24100	AT1G24150	2
648	147	ath	4	AT4G13360	AT4G13520	0
649	147	ath	3	AT3G24240	AT3G24380	1
650	147	ath	1	AT1G34420	AT1G34730	2
651	148	ath	1	AT1G60590	AT1G63710	0
652	148	ath	1	AT1G10640	AT1G13140	1
653	149	ath	1	AT1G63310	AT1G63710	0
654	149	ath	1	AT1G12820	AT1G13140	1
655	149	ath	3	AT3G26125	AT3G26810	2
656	150	ath	1	AT1G62740	AT1G62940	0
657	150	ath	1	AT1G12270	AT1G12450	1
658	150	ath	4	AT4G12000	AT4G12400	2
659	151	ath	1	AT1G62290	AT1G62500	0
660	151	ath	1	AT1G11910	AT1G12090	1
661	151	ath	4	AT4G22050	AT4G22460	2
662	152	ath	1	AT1G62290	AT1G62370	0
663	152	ath	1	AT1G11910	AT1G12000	1
664	152	ath	4	AT4G22050	AT4G22250	2
665	152	ath	4	AT4G03965	AT4G04460	3
666	153	ath	1	AT1G62940	AT1G63100	0
667	153	ath	1	AT1G12430	AT1G12725	1
668	153	ath	3	AT3G49650	AT3G49950	2
669	154	ath	1	AT1G62940	AT1G63030	0
670	154	ath	1	AT1G12430	AT1G12620	1
671	154	ath	3	AT3G49650	AT3G49730	2
672	154	ath	3	AT3G16630	AT3G16890	3
673	155	ath	1	AT1G62940	AT1G63030	0
674	155	ath	1	AT1G12430	AT1G12610	1
675	155	ath	3	AT3G49650	AT3G49730	2
676	155	ath	3	AT3G16630	AT3G16870	3
677	155	ath	4	AT4G15885	AT4G16141	4
678	156	ath	4	AT4G28130	AT4G30380	0
679	156	ath	2	AT2G18660	AT2G20900	1
680	157	ath	4	AT4G29210	AT4G30060	0
681	157	ath	2	AT2G19160	AT2G19800	1
682	157	ath	5	AT5G56460	AT5G57270	2
683	158	ath	4	AT4G29210	AT4G29940	0
684	158	ath	2	AT2G19260	AT2G19800	1
685	158	ath	5	AT5G56460	AT5G57200	2
686	158	ath	4	AT4G25940	AT4G26320	3
687	159	ath	4	AT4G28480	AT4G28760	0
688	159	ath	2	AT2G20240	AT2G20570	1
689	159	ath	5	AT5G43880	AT5G44190	2
690	160	ath	4	AT4G28490	AT4G28720	0
691	160	ath	2	AT2G20280	AT2G20540	1
692	160	ath	5	AT5G43890	AT5G44160	2
693	160	ath	1	AT1G03840	AT1G04180	3
694	161	ath	4	AT4G28440	AT4G28720	0
695	161	ath	2	AT2G20280	AT2G20585	1
696	161	ath	1	AT1G03810	AT1G04180	2
697	162	ath	4	AT4G30250	AT4G30320	0
698	162	ath	2	AT2G18750	AT2G18850	1
699	162	ath	4	AT4G25780	AT4G25835	2
700	163	ath	4	AT4G29920	AT4G30020	0
701	163	ath	2	AT2G19170	AT2G19280	1
702	163	ath	4	AT4G20430	AT4G20740	2
703	164	ath	2	AT2G35840	AT2G38700	0
704	164	ath	3	AT3G52340	AT3G54310	1
705	165	ath	4	AT4G38550	AT4G40100	0
706	165	ath	2	AT2G20950	AT2G22475	1
707	166	ath	4	AT4G39270	AT4G39720	0
708	166	ath	2	AT2G21680	AT2G22160	1
709	166	ath	1	AT1G28440	AT1G29100	2
710	167	ath	2	AT2G01150	AT2G04038	0
711	167	ath	1	AT1G13600	AT1G15100	1
712	168	ath	2	AT2G02730	AT2G03890	0
713	168	ath	1	AT1G13640	AT1G14410	1
714	168	ath	1	AT1G26270	AT1G27000	2
715	169	ath	2	AT2G02990	AT2G03880	0
716	169	ath	1	AT1G13650	AT1G14210	1
717	169	ath	1	AT1G26300	AT1G26870	2
718	169	ath	1	AT1G68930	AT1G69530	3
719	170	ath	2	AT2G02990	AT2G03710	0
720	170	ath	1	AT1G13650	AT1G14210	1
721	170	ath	1	AT1G26310	AT1G26870	2
722	170	ath	1	AT1G69120	AT1G69530	3
723	170	ath	3	AT3G28910	AT3G30260	4
724	171	ath	2	AT2G02990	AT2G03640	0
725	171	ath	1	AT1G13710	AT1G14210	1
726	171	ath	1	AT1G26380	AT1G26870	2
727	171	ath	1	AT1G69250	AT1G69530	3
728	171	ath	3	AT3G29000	AT3G29590	4
729	171	ath	5	AT5G39050	AT5G39670	5
730	172	ath	2	AT2G03460	AT2G03710	0
731	172	ath	1	AT1G13650	AT1G13910	1
732	172	ath	1	AT1G26310	AT1G26600	2
733	172	ath	1	AT1G69120	AT1G69320	3
734	172	ath	3	AT3G29305	AT3G30260	4
735	172	ath	5	AT5G60890	AT5G61240	5
736	173	ath	2	AT2G03470	AT2G03640	0
737	173	ath	1	AT1G13680	AT1G13890	1
738	173	ath	1	AT1G26370	AT1G26590	2
739	173	ath	1	AT1G69250	AT1G69310	3
740	173	ath	3	AT3G29310	AT3G29630	4
741	173	ath	5	AT5G60970	AT5G61230	5
742	173	ath	5	AT5G07840	AT5G08070	6
743	174	ath	2	AT2G02750	AT2G03630	0
744	174	ath	1	AT1G13740	AT1G14400	1
745	174	ath	1	AT1G26340	AT1G26970	2
746	174	ath	3	AT3G28640	AT3G29575	3
747	175	ath	2	AT2G03040	AT2G03460	0
748	175	ath	1	AT1G13890	AT1G14185	1
749	175	ath	1	AT1G26590	AT1G26790	2
750	175	ath	3	AT3G29040	AT3G29310	3
751	175	ath	5	AT5G51250	AT5G51930	4
752	176	ath	2	AT2G02750	AT2G03040	0
753	176	ath	1	AT1G14185	AT1G14400	1
754	176	ath	1	AT1G26790	AT1G26970	2
755	176	ath	3	AT3G47500	AT3G47840	3
756	177	ath	2	AT2G02820	AT2G03030	0
757	177	ath	1	AT1G14185	AT1G14350	1
758	177	ath	1	AT1G26790	AT1G26940	2
759	177	ath	3	AT3G47500	AT3G47660	3
760	177	ath	5	AT5G11250	AT5G11580	4
761	178	ath	2	AT2G03090	AT2G04038	0
762	178	ath	1	AT1G13600	AT1G14170	1
763	178	ath	1	AT1G68880	AT1G69530	2
764	179	ath	2	AT2G03200	AT2G03560	0
765	179	ath	1	AT1G13780	AT1G14070	1
766	179	ath	1	AT1G69280	AT1G69485	2
767	179	ath	1	AT1G31450	AT1G32020	3
768	180	ath	2	AT2G01950	AT2G03630	0
769	180	ath	1	AT1G13740	AT1G14680	1
770	180	ath	3	AT3G28040	AT3G29575	2
771	181	ath	2	AT2G01290	AT2G01820	0
772	181	ath	1	AT1G14750	AT1G15010	1
773	181	ath	1	AT1G70450	AT1G71090	2
774	182	ath	2	AT2G01320	AT2G01820	0
775	182	ath	1	AT1G14750	AT1G15000	1
776	182	ath	1	AT1G70450	AT1G71050	2
777	182	ath	1	AT1G22990	AT1G23540	3
778	183	ath	2	AT2G01340	AT2G01630	0
779	183	ath	1	AT1G14890	AT1G14990	1
780	183	ath	1	AT1G70710	AT1G71030	2
781	183	ath	1	AT1G23020	AT1G23210	3
782	183	ath	5	AT5G67300	AT5G67460	4
783	184	ath	2	AT2G01540	AT2G01820	0
784	184	ath	1	AT1G14750	AT1G14920	1
785	184	ath	1	AT1G70450	AT1G70790	2
786	184	ath	1	AT1G23140	AT1G23540	3
787	184	ath	5	AT5G37450	AT5G37740	4
788	185	ath	2	AT2G01750	AT2G01940	0
789	185	ath	1	AT1G14685	AT1G14840	1
790	185	ath	1	AT1G24764	AT1G25250	2
791	186	ath	2	AT2G01510	AT2G01630	0
792	186	ath	1	AT1G14890	AT1G14930	1
793	186	ath	2	AT2G04860	AT2G04910	2
794	187	ath	3	AT3G02930	AT3G04350	0
795	187	ath	5	AT5G16730	AT5G18490	1
796	188	ath	3	AT3G03470	AT3G03510	0
797	188	ath	5	AT5G17520	AT5G17580	1
798	188	ath	4	AT4G31820	AT4G31940	2
799	189	ath	3	AT3G03550	AT3G03670	0
800	189	ath	5	AT5G17600	AT5G17820	1
801	189	ath	4	AT4G33420	AT4G33565	2
802	190	ath	1	AT1G70030	AT1G71450	0
803	190	ath	1	AT1G22810	AT1G24190	1
804	191	ath	1	AT1G70030	AT1G70380	0
805	191	ath	1	AT1G23750	AT1G24190	1
806	191	ath	1	AT1G59890	AT1G60390	2
807	192	ath	1	AT1G70410	AT1G70500	0
808	192	ath	1	AT1G23460	AT1G23730	1
809	192	ath	5	AT5G14650	AT5G14740	2
810	193	ath	1	AT1G70960	AT1G71090	0
811	193	ath	1	AT1G22990	AT1G23050	1
812	193	ath	3	AT3G04660	AT3G04790	2
813	194	ath	4	AT4G17215	AT4G18640	0
814	194	ath	5	AT5G45780	AT5G47635	1
815	195	ath	4	AT4G18140	AT4G18420	0
816	195	ath	5	AT5G46100	AT5G46410	1
817	195	ath	1	AT1G29770	AT1G30290	2
818	196	ath	4	AT4G17690	AT4G17890	0
819	196	ath	5	AT5G46750	AT5G47000	1
820	196	ath	2	AT2G35210	AT2G35380	2
821	197	ath	4	AT4G17695	AT4G17880	0
822	197	ath	5	AT5G46760	AT5G46930	1
823	197	ath	2	AT2G35215	AT2G35370	2
824	197	ath	1	AT1G32470	AT1G32640	3
825	198	ath	4	AT4G18040	AT4G18150	0
826	198	ath	5	AT5G46390	AT5G46550	1
827	198	ath	1	AT1G29350	AT1G29550	2
828	199	ath	4	AT4G17310	AT4G17460	0
829	199	ath	5	AT5G47370	AT5G47470	1
830	199	ath	4	AT4G16620	AT4G16780	2
831	200	ath	4	AT4G17880	AT4G17900	0
832	200	ath	5	AT5G46710	AT5G46780	1
833	200	ath	1	AT1G32610	AT1G32700	2
834	201	ath	3	AT3G26890	AT3G29590	0
835	201	ath	5	AT5G39050	AT5G41110	1
836	202	ath	3	AT3G27260	AT3G27540	0
837	202	ath	5	AT5G40550	AT5G40780	1
838	202	ath	5	AT5G14270	AT5G14480	2
839	203	ath	3	AT3G28640	AT3G28960	0
840	203	ath	5	AT5G39700	AT5G39960	1
841	203	ath	3	AT3G53170	AT3G53360	2
842	204	ath	3	AT3G27250	AT3G27400	0
843	204	ath	5	AT5G40630	AT5G40790	1
844	204	ath	5	AT5G63180	AT5G63350	2
845	205	ath	3	AT3G26935	AT3G27030	0
846	205	ath	5	AT5G40960	AT5G41060	1
847	205	ath	3	AT3G48660	AT3G48760	2
848	206	ath	2	AT2G33500	AT2G35020	0
849	206	ath	1	AT1G28050	AT1G31070	1
850	207	ath	1	AT1G67490	AT1G70030	0
851	207	ath	1	AT1G24320	AT1G27220	1
852	208	ath	1	AT1G69780	AT1G69890	0
853	208	ath	1	AT1G26960	AT1G27100	1
854	208	ath	3	AT3G01220	AT3G01311	2
855	209	ath	3	AT3G49730	AT3G51460	0
856	209	ath	5	AT5G66020	AT5G67630	1
857	210	ath	3	AT3G49940	AT3G50440	0
858	210	ath	5	AT5G66920	AT5G67430	1
859	210	ath	2	AT2G23060	AT2G23550	2
860	211	ath	3	AT3G50030	AT3G50440	0
861	211	ath	5	AT5G66920	AT5G67320	1
862	211	ath	2	AT2G23170	AT2G23550	2
863	211	ath	4	AT4G36900	AT4G37390	3
864	212	ath	3	AT3G50030	AT3G50330	0
865	212	ath	5	AT5G67050	AT5G67320	1
866	212	ath	2	AT2G23170	AT2G23440	2
867	212	ath	4	AT4G36900	AT4G37390	3
868	212	ath	5	AT5G42930	AT5G43120	4
869	213	ath	3	AT3G50060	AT3G50330	0
870	213	ath	5	AT5G67050	AT5G67300	1
871	213	ath	2	AT2G23290	AT2G23440	2
872	213	ath	4	AT4G36900	AT4G37280	3
873	213	ath	5	AT5G42930	AT5G43080	4
874	213	ath	1	AT1G45145	AT1G47210	5
875	214	ath	3	AT3G49930	AT3G50420	0
876	214	ath	5	AT5G66930	AT5G67480	1
877	214	ath	4	AT4G37260	AT4G38010	2
878	215	ath	3	AT3G50220	AT3G50420	0
879	215	ath	5	AT5G66930	AT5G67210	1
880	215	ath	4	AT4G37700	AT4G38010	2
881	215	ath	2	AT2G15440	AT2G15690	3
882	216	ath	3	AT3G50120	AT3G50440	0
883	216	ath	5	AT5G66920	AT5G67230	1
884	216	ath	4	AT4G36890	AT4G37170	2
885	217	ath	3	AT3G50230	AT3G50360	0
886	217	ath	5	AT5G67000	AT5G67200	1
887	217	ath	4	AT4G36900	AT4G37010	2
888	217	ath	4	AT4G33950	AT4G34220	3
889	218	ath	3	AT3G50220	AT3G50620	0
890	218	ath	5	AT5G66815	AT5G67210	1
891	218	ath	2	AT2G15440	AT2G15730	2
892	219	ath	4	AT4G18596	AT4G21020	0
893	219	ath	5	AT5G44310	AT5G45880	1
894	220	ath	4	AT4G18640	AT4G18960	0
895	220	ath	5	AT5G45680	AT5G45830	1
896	220	ath	5	AT5G10140	AT5G10290	2
897	221	ath	4	AT4G19645	AT4G19960	0
898	221	ath	5	AT5G44850	AT5G45120	1
899	221	ath	1	AT1G31120	AT1G31300	2
900	222	ath	4	AT4G22380	AT4G24100	0
901	222	ath	4	AT4G10730	AT4G12600	1
902	223	ath	4	AT4G01820	AT4G03600	0
903	223	ath	1	AT1G02370	AT1G03730	1
904	224	ath	4	AT4G02300	AT4G02405	0
905	224	ath	1	AT1G02810	AT1G02830	1
906	224	ath	3	AT3G05560	AT3G05610	2
907	225	ath	5	AT5G64340	AT5G65820	0
908	225	ath	5	AT5G09460	AT5G10690	1
909	226	ath	5	AT5G65410	AT5G65470	0
910	226	ath	5	AT5G10440	AT5G10480	1
911	226	ath	4	AT4G24530	AT4G24660	2
912	227	ath	5	AT5G64350	AT5G64540	0
913	227	ath	5	AT5G09470	AT5G09660	1
914	227	ath	2	AT2G22500	AT2G22780	2
915	228	ath	5	AT5G65330	AT5G65570	0
916	228	ath	5	AT5G10380	AT5G10520	1
917	228	ath	5	AT5G42200	AT5G42450	2
918	229	ath	1	AT1G78320	AT1G79700	0
919	229	ath	1	AT1G16060	AT1G17170	1
920	230	ath	1	AT1G79040	AT1G79620	0
921	230	ath	1	AT1G16225	AT1G16670	1
922	230	ath	5	AT5G35370	AT5G35960	2
923	231	ath	1	AT1G78940	AT1G79110	0
924	231	ath	1	AT1G16530	AT1G16760	1
925	231	ath	3	AT3G12920	AT3G13065	2
926	232	ath	1	AT1G79060	AT1G79180	0
927	232	ath	1	AT1G16490	AT1G16630	1
928	232	ath	1	AT1G56020	AT1G56160	2
929	233	ath	3	AT3G45060	AT3G47300	0
930	233	ath	5	AT5G58640	AT5G60770	1
931	234	ath	4	AT4G30430	AT4G31760	0
932	234	ath	2	AT2G23810	AT2G24800	1
933	235	ath	4	AT4G31330	AT4G31510	0
934	235	ath	2	AT2G24410	AT2G24550	1
935	235	ath	5	AT5G24790	AT5G24950	2
936	236	ath	3	AT3G02010	AT3G02940	0
937	236	ath	5	AT5G15300	AT5G16680	1
938	237	ath	3	AT3G01015	AT3G02020	0
939	237	ath	5	AT5G14060	AT5G15510	1
940	238	ath	2	AT2G38810	AT2G40300	0
941	238	ath	3	AT3G54560	AT3G56090	1
942	239	ath	4	AT4G26650	AT4G27660	0
943	239	ath	5	AT5G54100	AT5G55550	1
944	240	ath	5	AT5G60820	AT5G62240	0
945	240	ath	5	AT5G07170	AT5G08141	1
946	241	ath	5	AT5G61710	AT5G61800	0
947	241	ath	5	AT5G07330	AT5G07390	1
948	241	ath	1	AT1G09090	AT1G09220	2
949	242	ath	4	AT4G25780	AT4G26680	0
950	242	ath	5	AT5G55840	AT5G57625	1
951	243	ath	4	AT4G26070	AT4G26510	0
952	243	ath	5	AT5G56050	AT5G57050	1
953	243	ath	1	AT1G54960	AT1G55810	2
954	244	ath	4	AT4G26170	AT4G26410	0
955	244	ath	5	AT5G56330	AT5G56790	1
956	244	ath	1	AT1G55200	AT1G55650	2
957	244	ath	3	AT3G13350	AT3G13690	3
958	245	ath	4	AT4G26240	AT4G26370	0
959	245	ath	5	AT5G56460	AT5G56680	1
960	245	ath	5	AT5G38560	AT5G38750	2
961	246	ath	4	AT4G08770	AT4G10630	0
962	246	ath	1	AT1G32760	AT1G35670	1
963	247	ath	4	AT4G09500	AT4G09760	0
964	247	ath	1	AT1G34095	AT1G35670	1
965	247	ath	1	AT1G71697	AT1G72010	2
966	248	ath	3	AT3G12580	AT3G13810	0
967	248	ath	1	AT1G55110	AT1G56410	1
968	249	ath	3	AT3G13390	AT3G13710	0
969	249	ath	1	AT1G55180	AT1G55600	1
970	249	ath	5	AT5G25370	AT5G26170	2
971	250	ath	1	AT1G56170	AT1G60030	0
972	250	ath	1	AT1G08970	AT1G10540	1
973	251	ath	1	AT1G58160	AT1G58360	0
974	251	ath	1	AT1G09710	AT1G10010	1
975	251	ath	5	AT5G49630	AT5G49850	2
976	252	ath	5	AT5G43320	AT5G44290	0
977	252	ath	1	AT1G03740	AT1G04440	1
978	253	ath	4	AT4G31800	AT4G33050	0
979	253	ath	2	AT2G25000	AT2G26190	1
980	254	ath	4	AT4G31880	AT4G32030	0
981	254	ath	2	AT2G25110	AT2G25260	1
982	254	ath	1	AT1G80610	AT1G80810	2
983	255	ath	4	AT4G31880	AT4G32030	0
984	255	ath	2	AT2G25110	AT2G25260	1
985	255	ath	1	AT1G80610	AT1G80810	2
986	255	ath	1	AT1G15800	AT1G15940	3
987	256	ath	4	AT4G31980	AT4G32150	0
988	256	ath	2	AT2G25200	AT2G25340	1
989	256	ath	5	AT5G11000	AT5G11150	2
990	257	ath	4	AT4G36770	AT4G37950	0
991	257	ath	2	AT2G22620	AT2G23690	1
992	258	ath	4	AT4G37120	AT4G37380	0
993	258	ath	2	AT2G23180	AT2G23690	1
994	258	ath	5	AT5G22810	AT5G23190	2
995	259	ath	3	AT3G04570	AT3G05640	0
996	259	ath	5	AT5G27120	AT5G28590	1
997	260	ath	3	AT3G42670	AT3G45010	0
998	260	ath	5	AT5G20420	AT5G22960	1
999	261	ath	3	AT3G43600	AT3G43810	0
1000	261	ath	5	AT5G20960	AT5G21274	1
1001	261	ath	2	AT2G26980	AT2G27150	2
1002	262	ath	3	AT3G44590	AT3G44750	0
1003	262	ath	5	AT5G22490	AT5G22650	1
1004	262	ath	2	AT2G27710	AT2G27840	2
1005	263	ath	3	AT3G46790	AT3G48680	0
1006	263	ath	5	AT5G61800	AT5G63510	1
1007	264	ath	3	AT3G48510	AT3G48660	0
1008	264	ath	5	AT5G63350	AT5G63500	1
1009	264	ath	5	AT5G50360	AT5G50560	2
1010	265	ath	1	AT1G80000	AT1G80910	0
1011	265	ath	1	AT1G15280	AT1G16020	1
1012	266	ath	3	AT3G25610	AT3G26810	0
1013	266	ath	1	AT1G12820	AT1G13460	1
1014	267	ath	3	AT3G06490	AT3G07820	0
1015	267	ath	5	AT5G48140	AT5G49620	1
1016	268	ath	5	AT5G24790	AT5G26140	0
1017	268	ath	5	AT5G10580	AT5G11950	1
1018	269	ath	5	AT5G37400	AT5G38690	0
1019	269	ath	1	AT1G66000	AT1G67270	1
1020	270	ath	4	AT4G35090	AT4G36900	0
1021	270	ath	1	AT1G19210	AT1G20900	1
1022	271	ath	4	AT4G29180	AT4G30680	0
1023	271	ath	5	AT5G56460	AT5G57910	1
1024	272	ath	5	AT5G41140	AT5G41810	0
1025	272	ath	1	AT1G63300	AT1G64340	1
1026	273	ath	2	AT2G45720	AT2G46870	0
1027	273	ath	1	AT1G01010	AT1G01830	1
1028	274	ath	3	AT3G05980	AT3G06410	0
1029	274	ath	5	AT5G18550	AT5G19340	1
1030	275	ath	3	AT3G09400	AT3G09840	0
1031	275	ath	5	AT5G02400	AT5G03340	1
1032	276	ath	3	AT3G09735	AT3G09770	0
1033	276	ath	5	AT5G03100	AT5G03200	1
1034	276	ath	3	AT3G53370	AT3G53410	2
1035	277	ath	4	AT4G05570	AT4G08111	0
1036	277	ath	5	AT5G28970	AT5G35280	1
1037	278	ath	4	AT4G05632	AT4G08098	0
1038	278	ath	5	AT5G29020	AT5G35280	1
1039	278	ath	3	AT3G31310	AT3G33293	2
1040	279	ath	4	AT4G07825	AT4G08056	0
1041	279	ath	5	AT5G33220	AT5G34970	1
1042	279	ath	3	AT3G32270	AT3G33073	2
1043	279	ath	5	AT5G36734	AT5G37390	3
1044	280	ath	4	AT4G07460	AT4G08028	0
1045	280	ath	5	AT5G34820	AT5G35040	1
1046	280	ath	3	AT3G32070	AT3G32930	2
1047	280	ath	2	AT2G05562	AT2G06610	3
1048	281	ath	4	AT4G07470	AT4G08028	0
1049	281	ath	5	AT5G34838	AT5G35035	1
1050	281	ath	3	AT3G32080	AT3G32930	2
1051	281	ath	2	AT2G05635	AT2G06570	3
1052	281	ath	2	AT2G10980	AT2G12700	4
1053	282	ath	4	AT4G07470	AT4G08013	0
1054	282	ath	5	AT5G34930	AT5G35030	1
1055	282	ath	3	AT3G32080	AT3G32904	2
1056	282	ath	2	AT2G05860	AT2G06555	3
1057	282	ath	2	AT2G11135	AT2G12695	4
1058	282	ath	2	AT2G13975	AT2G14455	5
1059	283	ath	4	AT4G06676	AT4G07340	0
1060	283	ath	5	AT5G29576	AT5G35280	1
1061	283	ath	3	AT3G31410	AT3G31990	2
1062	283	ath	4	AT4G03640	AT4G03890	3
1063	284	ath	4	AT4G05570	AT4G07670	0
1064	284	ath	5	AT5G28980	AT5G35280	1
1065	284	ath	1	AT1G36970	AT1G42400	2
1066	285	ath	4	AT4G06740	AT4G07452	0
1067	285	ath	5	AT5G34855	AT5G35280	1
1068	285	ath	1	AT1G38380	AT1G40129	2
1069	285	ath	3	AT3G42070	AT3G42440	3
1070	286	ath	4	AT4G07031	AT4G07520	0
1071	286	ath	5	AT5G34820	AT5G35270	1
1072	286	ath	1	AT1G36970	AT1G40129	2
1073	286	ath	2	AT2G07740	AT2G10470	3
1074	287	ath	4	AT4G07440	AT4G07530	0
1075	287	ath	5	AT5G34820	AT5G34960	1
1076	287	ath	1	AT1G36970	AT1G39430	2
1077	287	ath	3	AT3G30310	AT3G30710	3
1078	288	ath	4	AT4G06672	AT4G07800	0
1079	288	ath	5	AT5G32169	AT5G35280	1
1080	288	ath	3	AT3G30470	AT3G31980	2
1081	289	ath	4	AT4G06735	AT4G07675	0
1082	289	ath	5	AT5G34820	AT5G35280	1
1083	289	ath	3	AT3G30470	AT3G31960	2
1084	289	ath	5	AT5G28235	AT5G28810	3
1085	290	ath	4	AT4G06740	AT4G08097	0
1086	290	ath	5	AT5G33200	AT5G35280	1
1087	290	ath	3	AT3G31990	AT3G42440	2
1088	291	ath	4	AT4G07310	AT4G07944	0
1089	291	ath	5	AT5G33406	AT5G35040	1
1090	291	ath	2	AT2G06620	AT2G07630	2
1091	292	ath	4	AT4G07031	AT4G07530	0
1092	292	ath	5	AT5G34838	AT5G35270	1
1093	292	ath	2	AT2G10460	AT2G12520	2
1094	293	ath	4	AT4G07440	AT4G07500	0
1095	293	ath	5	AT5G34895	AT5G35260	1
1096	293	ath	2	AT2G10460	AT2G12400	2
1097	293	ath	2	AT2G04970	AT2G05480	3
1098	294	ath	4	AT4G07340	AT4G08097	0
1099	294	ath	5	AT5G33200	AT5G35020	1
1100	294	ath	3	AT3G42110	AT3G42610	2
1101	295	ath	4	AT4G07485	AT4G08097	0
1102	295	ath	5	AT5G32621	AT5G34900	1
1103	295	ath	2	AT2G14130	AT2G14730	2
1104	296	ath	4	AT4G35770	AT4G36860	0
1105	296	ath	5	AT5G66040	AT5G66700	1
1106	297	ath	4	AT4G38200	AT4G39230	0
1107	297	ath	4	AT4G34540	AT4G35380	1
1108	298	ath	3	AT3G27770	AT3G29270	0
1109	298	ath	1	AT1G69330	AT1G70505	1
1110	299	ath	2	AT2G37050	AT2G38450	0
1111	299	ath	5	AT5G05340	AT5G06820	1
1112	300	ath	5	AT5G23090	AT5G23575	0
