id	multiplicon	genome	list	first	last	order
8194	1300	ptr	LG_I	PT01G17760	PT01G17940	1
8195	1300	vvi	chr13	VV13G12610	VV13G12850	2
8196	1300	vvi	chr8	VV08G17430	VV08G17640	3
8197	1300	vvi	chr6	VV06G02330	VV06G02690	4
8198	1301	ptr	LG_IX	PT09G10200	PT09G10530	0
8199	1301	ptr	LG_I	PT01G17690	PT01G18020	1
8200	1301	vvi	chr13	VV13G12440	VV13G12930	2
8201	1301	vvi	chr8	VV08G17380	VV08G17710	3
8202	1301	ptr	LG_III	PT03G15420	PT03G15890	4
8203	1302	ptr	LG_IX	PT09G10200	PT09G10370	0
8204	1302	ptr	LG_I	PT01G17880	PT01G18020	1
8205	1302	vvi	chr13	VV13G12800	VV13G12930	2
8206	1302	vvi	chr8	VV08G17380	VV08G17480	3
8207	1302	ptr	LG_III	PT03G15420	PT03G15600	4
8208	1302	ath	3	AT3G20820	AT3G20880	5
8209	1303	ptr	LG_IX	PT09G10270	PT09G10530	0
8210	1303	ptr	LG_I	PT01G17690	PT01G17940	1
8211	1303	vvi	chr13	VV13G12440	VV13G12850	2
8212	1303	vvi	chr8	VV08G17430	VV08G17710	3
8213	1303	vvi	chr11	VV11G05840	VV11G06310	4
8214	1304	ptr	LG_IX	PT09G10270	PT09G10530	0
8215	1304	ptr	LG_I	PT01G17710	PT01G17940	1
8216	1304	vvi	chr13	VV13G12480	VV13G12850	2
8217	1304	vvi	chr8	VV08G17430	VV08G17700	3
8218	1304	vvi	chr11	VV11G05840	VV11G06270	4
8219	1304	ptr	LG_XVIII	PT18G10570	PT18G10980	5
8220	1305	ptr	LG_IX	PT09G10290	PT09G10530	0
8221	1305	ptr	LG_I	PT01G17690	PT01G17930	1
8222	1305	vvi	chr13	VV13G12440	VV13G12840	2
8223	1305	vvi	chr8	VV08G17440	VV08G17700	3
8224	1305	vvi	chr11	VV11G05880	VV11G06300	4
8225	1305	vvi	chr13	VV13G09140	VV13G09700	5
8226	1306	ptr	LG_IX	PT09G10060	PT09G10140	0
8227	1306	ptr	LG_I	PT01G18050	PT01G18160	1
8228	1306	vvi	chr13	VV13G13000	VV13G13100	2
8229	1306	ath	5	AT5G47960	AT5G48060	3
8230	1307	ptr	LG_IX	PT09G10040	PT09G10210	0
8231	1307	ptr	LG_I	PT01G18010	PT01G18170	1
8232	1307	vvi	chr13	VV13G12930	VV13G13140	2
8233	1307	ath	3	AT3G52115	AT3G52150	3
8234	1308	ptr	LG_IX	PT09G10040	PT09G10130	0
8235	1308	ptr	LG_I	PT01G18110	PT01G18170	1
8236	1308	vvi	chr13	VV13G13030	VV13G13140	2
8237	1308	ath	3	AT3G52130	AT3G52150	3
8238	1308	ath	4	AT4G13770	AT4G13850	4
8239	1309	ptr	LG_IX	PT09G10600	PT09G10660	0
8240	1309	ptr	LG_I	PT01G17580	PT01G17620	1
8241	1309	vvi	chr13	VV13G12250	VV13G12300	2
8242	1309	ath	3	AT3G52070	AT3G52100	3
8243	1310	ptr	LG_IX	PT09G10140	PT09G10200	0
8244	1310	ptr	LG_I	PT01G18020	PT01G18060	1
8245	1310	vvi	chr13	VV13G12940	VV13G13010	2
8246	1310	ptr	LG_XIX	PT19G05960	PT19G06150	3
8247	1311	ptr	LG_IX	PT09G10070	PT09G10160	0
8248	1311	ptr	LG_I	PT01G18040	PT01G18150	1
8249	1311	vvi	chr13	VV13G12990	VV13G13090	2
8250	1311	ptr	LG_II	PT02G21590	PT02G21770	3
8251	1312	ptr	LG_IX	PT09G11920	PT09G13770	0
8252	1312	ptr	LG_I	PT01G14980	PT01G16620	1
8253	1312	ptr	LG_VIII	PT08G04580	PT08G06160	2
8254	1313	ptr	LG_IX	PT09G12790	PT09G13740	0
8255	1313	ptr	LG_I	PT01G15670	PT01G16600	1
8256	1313	ptr	LG_VIII	PT08G04580	PT08G05530	2
8257	1313	ptr	LG_X	PT10G17850	PT10G18910	3
8258	1314	ptr	LG_IX	PT09G12810	PT09G13690	0
8259	1314	ptr	LG_I	PT01G15680	PT01G16540	1
8260	1314	ptr	LG_VIII	PT08G04580	PT08G05500	2
8261	1314	ptr	LG_X	PT10G17870	PT10G18820	3
8262	1314	vvi	chr8	VV08G09250	VV08G10490	4
8263	1315	ptr	LG_IX	PT09G12880	PT09G13170	0
8264	1315	ptr	LG_I	PT01G15730	PT01G16010	1
8265	1315	ptr	LG_VIII	PT08G05100	PT08G05290	2
8266	1315	ptr	LG_X	PT10G18120	PT10G18350	3
8267	1315	vvi	chr8	VV08G09790	VV08G10100	4
8268	1315	vvi	chr13	VV13G04030	VV13G04400	5
8269	1316	ptr	LG_IX	PT09G12880	PT09G12960	0
8270	1316	ptr	LG_I	PT01G15730	PT01G15840	1
8271	1316	ptr	LG_VIII	PT08G05200	PT08G05290	2
8272	1316	ptr	LG_X	PT10G18120	PT10G18210	3
8273	1316	vvi	chr8	VV08G10020	VV08G10100	4
8274	1316	vvi	chr13	VV13G04220	VV13G04400	5
8275	1316	vvi	chr6	VV06G06020	VV06G06380	6
8276	1317	ptr	LG_IX	PT09G12890	PT09G12950	0
8277	1317	ptr	LG_I	PT01G15750	PT01G15820	1
8278	1317	ptr	LG_VIII	PT08G05220	PT08G05280	2
8279	1317	ptr	LG_X	PT10G18140	PT10G18190	3
8280	1317	vvi	chr8	VV08G10050	VV08G10100	4
8281	1317	vvi	chr13	VV13G04240	VV13G04330	5
8282	1317	vvi	chr6	VV06G06040	VV06G06120	6
8283	1317	ath	5	AT5G06060	AT5G06080	7
8284	1318	ptr	LG_IX	PT09G12900	PT09G12960	0
8285	1318	ptr	LG_I	PT01G15770	PT01G15840	1
8286	1318	ptr	LG_VIII	PT08G05200	PT08G05270	2
8287	1318	ptr	LG_X	PT10G18140	PT10G18210	3
8288	1318	vvi	chr8	VV08G10020	VV08G10090	4
8289	1318	vvi	chr13	VV13G04220	VV13G04320	5
8290	1318	vvi	chr6	VV06G06020	VV06G06110	6
8291	1318	ath	2	AT2G37710	AT2G37740	7
8292	1319	ptr	LG_IX	PT09G13060	PT09G13160	0
8293	1319	ptr	LG_I	PT01G15890	PT01G16010	1
8294	1319	ptr	LG_VIII	PT08G05120	PT08G05190	2
8295	1319	ptr	LG_X	PT10G18250	PT10G18320	3
8296	1319	vvi	chr8	VV08G09800	VV08G09930	4
8297	1319	vvi	chr13	VV13G04050	VV13G04160	5
8298	1319	ath	5	AT5G59500	AT5G59570	6
8299	1320	ptr	LG_IX	PT09G12890	PT09G13070	0
8300	1320	ptr	LG_I	PT01G15750	PT01G15930	1
8301	1320	ptr	LG_VIII	PT08G05180	PT08G05280	2
8302	1320	ptr	LG_X	PT10G18140	PT10G18260	3
8303	1320	vvi	chr8	VV08G09920	VV08G10100	4
8304	1320	vvi	chr13	VV13G04150	VV13G04330	5
8305	1320	ath	5	AT5G06060	AT5G06090	6
8306	1321	ptr	LG_IX	PT09G13420	PT09G13690	0
8307	1321	ptr	LG_I	PT01G16260	PT01G16540	1
8308	1321	ptr	LG_VIII	PT08G04580	PT08G04930	2
8309	1321	ptr	LG_X	PT10G18540	PT10G18820	3
8310	1321	vvi	chr8	VV08G09250	VV08G09590	4
8311	1321	vvi	chr6	VV06G04960	VV06G05360	5
8312	1322	ptr	LG_IX	PT09G13560	PT09G13690	0
8313	1322	ptr	LG_I	PT01G16380	PT01G16540	1
8314	1322	ptr	LG_VIII	PT08G04580	PT08G04810	2
8315	1322	ptr	LG_X	PT10G18590	PT10G18820	3
8316	1322	vvi	chr8	VV08G09250	VV08G09460	4
8317	1322	vvi	chr6	VV06G04960	VV06G05190	5
8318	1322	vvi	chr13	VV13G03330	VV13G03600	6
8319	1323	ptr	LG_IX	PT09G13580	PT09G13670	0
8320	1323	ptr	LG_I	PT01G16420	PT01G16520	1
8321	1323	ptr	LG_VIII	PT08G04620	PT08G04790	2
8322	1323	ptr	LG_X	PT10G18610	PT10G18790	3
8323	1323	vvi	chr8	VV08G09280	VV08G09450	4
8324	1323	vvi	chr6	VV06G04990	VV06G05170	5
8325	1323	vvi	chr13	VV13G03360	VV13G03580	6
8326	1323	ath	5	AT5G02480	AT5G02540	7
8327	1324	ptr	LG_IX	PT09G13580	PT09G13650	0
8328	1324	ptr	LG_I	PT01G16420	PT01G16510	1
8329	1324	ptr	LG_VIII	PT08G04660	PT08G04790	2
8330	1324	ptr	LG_X	PT10G18610	PT10G18750	3
8331	1324	vvi	chr8	VV08G09290	VV08G09450	4
8332	1324	vvi	chr6	VV06G05050	VV06G05170	5
8333	1324	vvi	chr13	VV13G03390	VV13G03580	6
8334	1324	ath	5	AT5G02480	AT5G02520	7
8335	1324	ath	3	AT3G12570	AT3G12590	8
8336	1325	ptr	LG_IX	PT09G13580	PT09G13680	0
8337	1325	ptr	LG_I	PT01G16420	PT01G16530	1
8338	1325	ptr	LG_VIII	PT08G04590	PT08G04790	2
8339	1325	ptr	LG_X	PT10G18610	PT10G18810	3
8340	1325	vvi	chr8	VV08G09270	VV08G09450	4
8341	1325	vvi	chr6	VV06G04970	VV06G05170	5
8342	1325	vvi	chr13	VV13G03340	VV13G03580	6
8343	1325	ath	3	AT3G12570	AT3G12770	7
8344	1326	ptr	LG_IX	PT09G13620	PT09G13680	0
8345	1326	ptr	LG_I	PT01G16460	PT01G16530	1
8346	1326	ptr	LG_VIII	PT08G04610	PT08G04760	2
8347	1326	ptr	LG_X	PT10G18620	PT10G18810	3
8348	1326	vvi	chr8	VV08G09270	VV08G09430	4
8349	1326	vvi	chr6	VV06G04970	VV06G05130	5
8350	1326	vvi	chr13	VV13G03350	VV13G03560	6
8351	1326	ath	3	AT3G12587	AT3G12720	7
8352	1326	ath	3	AT3G46130	AT3G46460	8
8353	1327	ptr	LG_IX	PT09G13560	PT09G13610	0
8354	1327	ptr	LG_I	PT01G16380	PT01G16450	1
8355	1327	ptr	LG_VIII	PT08G04760	PT08G04810	2
8356	1327	ptr	LG_X	PT10G18590	PT10G18620	3
8357	1327	vvi	chr8	VV08G09430	VV08G09460	4
8358	1327	vvi	chr6	VV06G05130	VV06G05190	5
8359	1327	vvi	chr13	VV13G03560	VV13G03600	6
8360	1327	ath	5	AT5G59300	AT5G59350	7
8361	1328	ptr	LG_IX	PT09G13600	PT09G13680	0
8362	1328	ptr	LG_I	PT01G16450	PT01G16530	1
8363	1328	ptr	LG_VIII	PT08G04590	PT08G04760	2
8364	1328	ptr	LG_X	PT10G18620	PT10G18810	3
8365	1328	vvi	chr8	VV08G09270	VV08G09430	4
8366	1328	vvi	chr6	VV06G04970	VV06G05140	5
8367	1328	vvi	chr13	VV13G03340	VV13G03560	6
8368	1328	vvi	chrUn_random	VV00G40230	VV00G40370	7
8369	1329	ptr	LG_IX	PT09G13420	PT09G13670	0
8370	1329	ptr	LG_I	PT01G16270	PT01G16520	1
8371	1329	ptr	LG_VIII	PT08G04620	PT08G04930	2
8372	1329	ptr	LG_X	PT10G18550	PT10G18790	3
8373	1329	vvi	chr8	VV08G09280	VV08G09590	4
8374	1329	vvi	chr6	VV06G04990	VV06G05350	5
8375	1329	ath	5	AT5G02390	AT5G02540	6
8376	1330	ptr	LG_IX	PT09G13470	PT09G13570	0
8377	1330	ptr	LG_I	PT01G16320	PT01G16420	1
8378	1330	ptr	LG_VIII	PT08G04790	PT08G04920	2
8379	1330	ptr	LG_X	PT10G18560	PT10G18590	3
8380	1330	vvi	chr8	VV08G09450	VV08G09550	4
8381	1330	vvi	chr6	VV06G05170	VV06G05310	5
8382	1330	ath	5	AT5G02420	AT5G02480	6
8383	1330	ath	2	AT2G37570	AT2G37620	7
8384	1331	ptr	LG_IX	PT09G13460	PT09G13640	0
8385	1331	ptr	LG_I	PT01G16320	PT01G16490	1
8386	1331	ptr	LG_VIII	PT08G04700	PT08G04920	2
8387	1331	ptr	LG_X	PT10G18560	PT10G18710	3
8388	1331	vvi	chr8	VV08G09360	VV08G09560	4
8389	1331	vvi	chr6	VV06G05090	VV06G05320	5
8390	1331	ath	5	AT5G02410	AT5G02510	6
8391	1331	ptr	LG_XI	PT11G08370	PT11G08750	7
8392	1332	ptr	LG_IX	PT09G13560	PT09G13640	0
8393	1332	ptr	LG_I	PT01G16380	PT01G16490	1
8394	1332	ptr	LG_VIII	PT08G04700	PT08G04810	2
8395	1332	ptr	LG_X	PT10G18590	PT10G18710	3
8396	1332	vvi	chr8	VV08G09360	VV08G09470	4
8397	1332	vvi	chr6	VV06G05090	VV06G05200	5
8398	1332	ath	5	AT5G02480	AT5G02510	6
8399	1332	ptr	LG_XI	PT11G08530	PT11G08750	7
8400	1332	ptr	scaffold_107	PT00G15750	PT00G15915	8
8401	1333	ptr	LG_IX	PT09G13430	PT09G13540	0
8402	1333	ptr	LG_I	PT01G16290	PT01G16370	1
8403	1333	ptr	LG_VIII	PT08G04870	PT08G04930	2
8404	1333	ptr	LG_X	PT10G18560	PT10G18580	3
8405	1333	vvi	chr8	VV08G09490	VV08G09580	4
8406	1333	vvi	chr6	VV06G05240	VV06G05340	5
8407	1333	ath	5	AT5G02400	AT5G02460	6
8408	1333	ptr	LG_VI	PT06G06710	PT06G06780	7
8409	1334	ptr	LG_IX	PT09G13540	PT09G13610	0
8410	1334	ptr	LG_I	PT01G16370	PT01G16450	1
8411	1334	ptr	LG_VIII	PT08G04760	PT08G04870	2
8412	1334	ptr	LG_X	PT10G18590	PT10G18620	3
8413	1334	vvi	chr8	VV08G09430	VV08G09490	4
8414	1334	vvi	chr6	VV06G05130	VV06G05240	5
8415	1334	ath	5	AT5G02460	AT5G02490	6
8416	1334	ptr	LG_XIII	PT13G05770	PT13G06000	7
8417	1335	ptr	LG_IX	PT09G13540	PT09G13610	0
8418	1335	ptr	LG_I	PT01G16370	PT01G16450	1
8419	1335	ptr	LG_VIII	PT08G04760	PT08G04870	2
8420	1335	ptr	LG_X	PT10G18590	PT10G18620	3
8421	1335	vvi	chr8	VV08G09430	VV08G09490	4
8422	1335	vvi	chr6	VV06G05130	VV06G05240	5
8423	1335	ath	5	AT5G02460	AT5G02490	6
8424	1335	ptr	LG_XIII	PT13G05770	PT13G06000	7
8425	1335	ptr	LG_XIX	PT19G03660	PT19G03820	8
8426	1336	ptr	LG_IX	PT09G13420	PT09G13640	0
8427	1336	ptr	LG_I	PT01G16270	PT01G16490	1
8428	1336	ptr	LG_VIII	PT08G04690	PT08G04930	2
8429	1336	ptr	LG_X	PT10G18550	PT10G18720	3
8430	1336	vvi	chr8	VV08G09340	VV08G09590	4
8431	1336	vvi	chr6	VV06G05070	VV06G05350	5
8432	1336	ath	3	AT3G46320	AT3G46550	6
8433	1337	ptr	LG_IX	PT09G13420	PT09G13640	0
8434	1337	ptr	LG_I	PT01G16260	PT01G16490	1
8435	1337	ptr	LG_VIII	PT08G04690	PT08G04930	2
8436	1337	ptr	LG_X	PT10G18540	PT10G18720	3
8437	1337	vvi	chr8	VV08G09340	VV08G09590	4
8438	1337	vvi	chr6	VV06G05070	VV06G05360	5
8439	1337	ath	1	AT1G07615	AT1G07660	6
8440	1338	ptr	LG_IX	PT09G13560	PT09G13640	0
8441	1338	ptr	LG_I	PT01G16380	PT01G16490	1
8442	1338	ptr	LG_VIII	PT08G04700	PT08G04810	2
8443	1338	ptr	LG_X	PT10G18590	PT10G18680	3
8444	1338	vvi	chr8	VV08G09390	VV08G09460	4
8445	1338	vvi	chr6	VV06G05090	VV06G05190	5
8446	1338	ath	5	AT5G59290	AT5G59350	6
8447	1339	ptr	LG_IX	PT09G13050	PT09G13680	0
8448	1339	ptr	LG_I	PT01G15870	PT01G16530	1
8449	1339	ptr	LG_VIII	PT08G04590	PT08G05190	2
8450	1339	ptr	LG_X	PT10G18240	PT10G18810	3
8451	1339	vvi	chr8	VV08G09270	VV08G09950	4
8452	1339	ath	5	AT5G59200	AT5G59570	5
8453	1340	ptr	LG_IX	PT09G13440	PT09G13680	0
8454	1340	ptr	LG_I	PT01G16300	PT01G16530	1
8455	1340	ptr	LG_VIII	PT08G04630	PT08G04930	2
8456	1340	ptr	LG_X	PT10G18560	PT10G18780	3
8457	1340	vvi	chr8	VV08G09270	VV08G09570	4
8458	1340	ath	5	AT5G59220	AT5G59370	5
8459	1340	ath	3	AT3G09410	AT3G09470	6
8460	1341	ptr	LG_IX	PT09G13310	PT09G13380	0
8461	1341	ptr	LG_I	PT01G16100	PT01G16210	1
8462	1341	ptr	LG_VIII	PT08G04990	PT08G05070	2
8463	1341	ptr	LG_X	PT10G18370	PT10G18490	3
8464	1341	vvi	chr8	VV08G09630	VV08G09740	4
8465	1341	ath	5	AT5G59390	AT5G59430	5
8466	1341	ath	3	AT3G12530	AT3G12560	6
8467	1342	ptr	LG_IX	PT09G12910	PT09G13650	0
8468	1342	ptr	LG_I	PT01G15770	PT01G16510	1
8469	1342	ptr	LG_VIII	PT08G04660	PT08G05260	2
8470	1342	ptr	LG_X	PT10G18150	PT10G18750	3
8471	1342	vvi	chr8	VV08G09340	VV08G10080	4
8472	1342	ath	3	AT3G46320	AT3G46780	5
8473	1343	ptr	LG_IX	PT09G13330	PT09G13470	0
8474	1343	ptr	LG_I	PT01G16160	PT01G16320	1
8475	1343	ptr	LG_VIII	PT08G04910	PT08G05050	2
8476	1343	ptr	LG_X	PT10G18380	PT10G18570	3
8477	1343	vvi	chr8	VV08G09540	VV08G09670	4
8478	1343	ath	3	AT3G46520	AT3G46580	5
8479	1343	ath	3	AT3G55360	AT3G55500	6
8480	1344	ptr	LG_IX	PT09G12880	PT09G13330	0
8481	1344	ptr	LG_I	PT01G15730	PT01G16160	1
8482	1344	ptr	LG_VIII	PT08G05050	PT08G05290	2
8483	1344	ptr	LG_X	PT10G18120	PT10G18380	3
8484	1344	vvi	chr8	VV08G09670	VV08G10100	4
8485	1344	ath	2	AT2G28950	AT2G29380	5
8486	1345	ptr	LG_IX	PT09G12810	PT09G12960	0
8487	1345	ptr	LG_I	PT01G15680	PT01G15840	1
8488	1345	ptr	LG_VIII	PT08G05200	PT08G05500	2
8489	1345	ptr	LG_X	PT10G17870	PT10G18210	3
8490	1345	vvi	chr8	VV08G10020	VV08G10490	4
8491	1345	vvi	chr6	VV06G06020	VV06G06520	5
8492	1346	ptr	LG_IX	PT09G12810	PT09G12970	0
8493	1346	ptr	LG_I	PT01G15680	PT01G15840	1
8494	1346	ptr	LG_VIII	PT08G05200	PT08G05500	2
8495	1346	ptr	LG_X	PT10G17870	PT10G18210	3
8496	1346	vvi	chr8	VV08G10010	VV08G10490	4
8497	1346	ath	2	AT2G37680	AT2G37900	5
8498	1347	ptr	LG_IX	PT09G12840	PT09G12960	0
8499	1347	ptr	LG_I	PT01G15680	PT01G15840	1
8500	1347	ptr	LG_VIII	PT08G05200	PT08G05470	2
8501	1347	ptr	LG_X	PT10G17890	PT10G18210	3
8502	1347	vvi	chr8	VV08G10020	VV08G10460	4
8503	1347	ath	2	AT2G37710	AT2G37890	5
8504	1347	ath	3	AT3G55550	AT3G55640	6
8505	1348	ptr	LG_IX	PT09G12880	PT09G12960	0
8506	1348	ptr	LG_I	PT01G15730	PT01G15840	1
8507	1348	ptr	LG_VIII	PT08G05200	PT08G05370	2
8508	1348	ptr	LG_X	PT10G18060	PT10G18210	3
8509	1348	vvi	chr8	VV08G10020	VV08G10190	4
8510	1348	ath	2	AT2G37710	AT2G37750	5
8511	1348	ath	3	AT3G55550	AT3G55580	6
8512	1348	ath	3	AT3G53810	AT3G53840	7
8513	1349	ptr	LG_IX	PT09G12840	PT09G13100	0
8514	1349	ptr	LG_I	PT01G15680	PT01G15990	1
8515	1349	ptr	LG_VIII	PT08G05140	PT08G05470	2
8516	1349	ptr	LG_X	PT10G17890	PT10G18310	3
8517	1349	vvi	chr8	VV08G09820	VV08G10460	4
8518	1349	ath	3	AT3G55515	AT3G55640	5
8519	1350	ptr	LG_IX	PT09G13130	PT09G13650	0
8520	1350	ptr	LG_I	PT01G16000	PT01G16510	1
8521	1350	ptr	LG_VIII	PT08G04660	PT08G05110	2
8522	1350	ptr	LG_X	PT10G18330	PT10G18750	3
8523	1350	vvi	chr8	VV08G09340	VV08G09800	4
8524	1350	ath	1	AT1G07490	AT1G07660	5
8525	1351	ptr	LG_IX	PT09G13540	PT09G13650	0
8526	1351	ptr	LG_I	PT01G16370	PT01G16510	1
8527	1351	ptr	LG_VIII	PT08G04670	PT08G04870	2
8528	1351	ptr	LG_X	PT10G18590	PT10G18740	3
8529	1351	vvi	chr8	VV08G09340	VV08G09490	4
8530	1351	ath	1	AT1G07640	AT1G07660	5
8531	1351	ath	5	AT5G59960	AT5G60200	6
8532	1352	ptr	LG_IX	PT09G13400	PT09G13570	0
8533	1352	ptr	LG_I	PT01G16230	PT01G16410	1
8534	1352	ptr	LG_VIII	PT08G04780	PT08G04960	2
8535	1352	ptr	LG_X	PT10G18510	PT10G18610	3
8536	1352	vvi	chr8	VV08G09440	VV08G09620	4
8537	1352	ath	1	AT1G07590	AT1G07650	5
8538	1352	ptr	LG_I	PT01G28990	PT01G29420	6
8539	1353	ptr	LG_IX	PT09G12850	PT09G12940	0
8540	1353	ptr	LG_I	PT01G15690	PT01G15810	1
8541	1353	ptr	LG_VIII	PT08G05220	PT08G05450	2
8542	1353	ptr	LG_X	PT10G17920	PT10G18190	3
8543	1353	vvi	chr8	VV08G10050	VV08G10430	4
8544	1353	ath	5	AT5G05970	AT5G06080	5
8545	1354	ptr	LG_IX	PT09G12870	PT09G12910	0
8546	1354	ptr	LG_I	PT01G15720	PT01G15770	1
8547	1354	ptr	LG_VIII	PT08G05260	PT08G05420	2
8548	1354	ptr	LG_X	PT10G17950	PT10G18150	3
8549	1354	vvi	chr8	VV08G10080	VV08G10350	4
8550	1354	ath	5	AT5G05987	AT5G06070	5
8551	1354	ath	3	AT3G11397	AT3G11420	6
8552	1355	ptr	LG_IX	PT09G12880	PT09G12940	0
8553	1355	ptr	LG_I	PT01G15730	PT01G15810	1
8554	1355	ptr	LG_VIII	PT08G05220	PT08G05290	2
8555	1355	ptr	LG_X	PT10G18120	PT10G18190	3
8556	1355	vvi	chr8	VV08G10050	VV08G10100	4
8557	1355	ath	5	AT5G06060	AT5G06080	5
8558	1355	ath	1	AT1G07430	AT1G07470	6
8559	1356	ptr	LG_IX	PT09G13480	PT09G13680	0
8560	1356	ptr	LG_I	PT01G16330	PT01G16530	1
8561	1356	ptr	LG_VIII	PT08G04590	PT08G04900	2
8562	1356	ptr	LG_X	PT10G18580	PT10G18810	3
8563	1356	vvi	chr8	VV08G09270	VV08G09540	4
8564	1356	ath	2	AT2G37310	AT2G37670	5
8565	1357	ptr	LG_IX	PT09G13500	PT09G13680	0
8566	1357	ptr	LG_I	PT01G16350	PT01G16530	1
8567	1357	ptr	LG_VIII	PT08G04590	PT08G04880	2
8568	1357	ptr	LG_X	PT10G18590	PT10G18810	3
8569	1357	vvi	chr8	VV08G09270	VV08G09500	4
8570	1357	ath	2	AT2G37310	AT2G37630	5
8571	1357	ath	4	AT4G21065	AT4G21440	6
8572	1358	ptr	LG_IX	PT09G13570	PT09G13680	0
8573	1358	ptr	LG_I	PT01G16400	PT01G16520	1
8574	1358	ptr	LG_VIII	PT08G04590	PT08G04790	2
8575	1358	ptr	LG_X	PT10G18610	PT10G18810	3
8576	1358	vvi	chr8	VV08G09270	VV08G09450	4
8577	1358	ath	2	AT2G37390	AT2G37570	5
8578	1358	ath	4	AT4G21200	AT4G21340	6
8579	1358	vvi	chrUn_random	VV00G46520	VV00G46740	7
8580	1359	ptr	LG_IX	PT09G13540	PT09G13670	0
8581	1359	ptr	LG_I	PT01G16370	PT01G16530	1
8582	1359	ptr	LG_VIII	PT08G04620	PT08G04870	2
8583	1359	ptr	LG_X	PT10G18590	PT10G18790	3
8584	1359	vvi	chr8	VV08G09290	VV08G09490	4
8585	1359	ath	5	AT5G59900	AT5G60200	5
8586	1360	ptr	LG_IX	PT09G12880	PT09G13060	0
8587	1360	ptr	LG_I	PT01G15730	PT01G15900	1
8588	1360	ptr	LG_VIII	PT08G05200	PT08G05370	2
8589	1360	ptr	LG_X	PT10G18060	PT10G18240	3
8590	1360	vvi	chr8	VV08G09930	VV08G10190	4
8591	1360	ath	3	AT3G53800	AT3G53840	5
8592	1361	ptr	LG_IX	PT09G12880	PT09G13050	0
8593	1361	ptr	LG_I	PT01G15730	PT01G15870	1
8594	1361	ptr	LG_VIII	PT08G05200	PT08G05330	2
8595	1361	ptr	LG_X	PT10G18080	PT10G18240	3
8596	1361	vvi	chr8	VV08G09930	VV08G10130	4
8597	1361	ath	3	AT3G53800	AT3G53820	5
8598	1361	ath	2	AT2G39620	AT2G39760	6
8599	1362	ptr	LG_IX	PT09G13420	PT09G13710	0
8600	1362	ptr	LG_I	PT01G16260	PT01G16560	1
8601	1362	ptr	LG_VIII	PT08G04580	PT08G04930	2
8602	1362	ptr	LG_X	PT10G18540	PT10G18840	3
8603	1362	vvi	chr6	VV06G04900	VV06G05360	4
8604	1363	ptr	LG_IX	PT09G13650	PT09G13690	0
8605	1363	ptr	LG_I	PT01G16500	PT01G16560	1
8606	1363	ptr	LG_VIII	PT08G04580	PT08G04680	2
8607	1363	ptr	LG_X	PT10G18730	PT10G18840	3
8608	1363	vvi	chr6	VV06G04940	VV06G05070	4
8609	1363	ath	3	AT3G45930	AT3G46040	5
8610	1364	ptr	LG_IX	PT09G12790	PT09G12960	0
8611	1364	ptr	LG_I	PT01G15670	PT01G15840	1
8612	1364	ptr	LG_VIII	PT08G05200	PT08G05530	2
8613	1364	ptr	LG_X	PT10G17850	PT10G18210	3
8614	1364	vvi	chr6	VV06G06020	VV06G06580	4
8615	1365	ptr	LG_IX	PT09G12800	PT09G13110	0
8616	1365	ptr	LG_I	PT01G15680	PT01G15990	1
8617	1365	ptr	LG_VIII	PT08G05140	PT08G05520	2
8618	1365	ptr	LG_X	PT10G17860	PT10G18310	3
8619	1365	vvi	chr13	VV13G04060	VV13G04670	4
8620	1366	ptr	LG_IX	PT09G12850	PT09G13050	0
8621	1366	ptr	LG_I	PT01G15690	PT01G15870	1
8622	1366	ptr	LG_VIII	PT08G05200	PT08G05430	2
8623	1366	ptr	LG_X	PT10G17940	PT10G18240	3
8624	1366	vvi	chr13	VV13G04180	VV13G04580	4
8625	1366	ath	2	AT2G40710	AT2G41080	5
8626	1367	ptr	LG_IX	PT09G13390	PT09G13740	0
8627	1367	ptr	LG_I	PT01G16220	PT01G16600	1
8628	1367	ptr	LG_VIII	PT08G04580	PT08G04980	2
8629	1367	ptr	LG_X	PT10G18500	PT10G18910	3
8630	1367	ath	3	AT3G45980	AT3G46580	4
8631	1368	ptr	LG_IX	PT09G13390	PT09G13690	0
8632	1368	ptr	LG_I	PT01G16220	PT01G16560	1
8633	1368	ptr	LG_VIII	PT08G04580	PT08G04980	2
8634	1368	ptr	LG_X	PT10G18500	PT10G18830	3
8635	1368	ath	3	AT3G45980	AT3G46580	4
8636	1368	vvi	chrUn_random	VV00G47685	VV00G47880	5
8637	1369	ptr	LG_IX	PT09G13420	PT09G13710	0
8638	1369	ptr	LG_I	PT01G16270	PT01G16560	1
8639	1369	ptr	LG_VIII	PT08G04580	PT08G04930	2
8640	1369	ptr	LG_X	PT10G18540	PT10G18840	3
8641	1369	ath	5	AT5G02390	AT5G02570	4
8642	1370	ptr	LG_IX	PT09G13650	PT09G13710	0
8643	1370	ptr	LG_I	PT01G16510	PT01G16560	1
8644	1370	ptr	LG_VIII	PT08G04580	PT08G04670	2
8645	1370	ptr	LG_X	PT10G18740	PT10G18840	3
8646	1370	ath	5	AT5G59850	AT5G59960	4
8647	1371	ptr	LG_IX	PT09G13570	PT09G13720	0
8648	1371	ptr	LG_I	PT01G16410	PT01G16580	1
8649	1371	ptr	LG_VIII	PT08G04580	PT08G04780	2
